DEPARTAMENTO,MUNICIPIO(S),DESTINO,NOMBRE,IMPACTO,APORTES NACIÓN,CONTRAPARTIDA,RADICACION SALIDA,ESTADO FÍSICO ACTUAL,AVANCE FÍSICO ACTUAL
QUINDIO,"La Tebaida(QUI), Montenegro(QUI), Quimbaya(QUI)",Aseo/Urbana,"IMPLEMENTACION DE UN PROGRAMA DE MANEJO INTEGRADO DE DESECHOS SOLIDOS URBANOS PARA LOS MUNICIPIOS DE MONTENEGRO, QUIMBAYA Y LA TEBAIDA - PRIMERA FASE",Población Beneficiada : 86267 Nuevas Conexiones : N.D. Cobertura : N.D. Continuidad : N.D. Empleos Generados : 54,205342500.00,60000000.00,Sin Información,Liquidado,100
NARIÑO,La Union(NAR),Acueducto/Urbana,OPTIMIZACION ACUEDUCTO DE LA UNION - NARIÑO (REFORMULACION),"Población Beneficiada : 10241 Nuevas Conexiones : Cobertura : 0,98 Continuidad : 24 Empleos Generados : 366",1694083965.00,90516520.00,Sin Información,Liquidado,100
NARIÑO,La Union(NAR),Alcantarillado/Urbana,OPTIMIZACION DEL SISTEMA DE ALCANTARILLADO SANITARIO Y PLUVIAL EN LA CABECERA MUNICIPAL DE LA UNION *,"CON LA OPTIMIZACIÓN DEL ALCANTARILLADO SANITARIO Y PLUVIAL EN LA CABECERA MUNICIPAL DE LA UNIÓN SE LOGRA BENEFICIAR A LOS 10,381 HABITANTES DEL CASCO URBANO DEL MUNICIPIO MEJORANDO LAS CONDICINES AMBIENTALES DEL MUNICIPIO Población Beneficiada : 11652 Nuevas Conexiones : 4046 Cobertura : Continuidad : Empleos Generados :",716336225.00,1239291244.00,5100-E2-34563,Liquidado,100
SUCRE,La Union(SUC),Alcantarillado/Urbana,"CONSTRUCCION DEL ALCANTARILLADO DE LOS BARRIOS PARALIBIO, EL ZUMBAO Y CASCARILLA",Población Beneficiada : 1198 Nuevas Conexiones : 720 Cobertura : 70% A 90% Continuidad : Empleos Generados : 144,634131148.00,70459017.00,Sin Información,Liquidado,100
VALLE DEL CAUCA,La Union(VAL),Acueducto/Rural,OBRAS DE REPOSICION Y RECUPERACION DEL ACUEDUCTO RURAL POR AFECTACION DE LA OLA INVERNAL VEREDA EL RINCON DEL MUNICIPIO DE LA UNION *,Población Beneficiada : 450 Nuevas Conexiones : Cobertura : Continuidad : Empleos Generados : 5,24277236.00,0.00,5100-E2-70592,Liquidado,100
VALLE DEL CAUCA,La Union(VAL),Acueducto/Rural,OBRAS DE REPOSICION Y RECUPERACION DEL ACUEDUCTO RURAL POR AFECTACION DE LA OLA INVERNAL EN LA VEREDA PÁJARO DE ORO DEL MUNICIPIO DE LA UNION *,Población Beneficiada : 300 Nuevas Conexiones : Cobertura : Continuidad : Empleos Generados : 14,67184010.00,0.00,5100-E2-70592,Liquidado,100
VALLE DEL CAUCA,La Union(VAL),Acueducto/Rural,OBRAS DE REPOSICION Y RECUPERACION DEL ACUEDUCTO RURAL POR AFECTACION DE LA OLA INVERNAL EN LA VEREDA QUEBRADA GRANDE MUNICIPIO DE LA UNION *,Población Beneficiada : 250 Nuevas Conexiones : Cobertura : Continuidad : Empleos Generados : 16,78591348.00,0.00,5100-E2-70592,Liquidado,100
VALLE DEL CAUCA,La Union(VAL),Alcantarillado/Rural,CONSTRUCCION ALCANTARILLADO EN LA VEREDA LA CAMPESINA,Población Beneficiada : 2900 Nuevas Conexiones : 750 Cobertura : 0% A 100% Continuidad : Empleos Generados : 157,765090906.00,0.00,Sin Información,Liquidado,100
CAUCA,La Vega(CAU),Acueducto/Rural,REHABILITACION ACUEDUCTO VEREDAL DE ARBELA MUNICIPIO DE LA VEGA.(REFORMULACION),ND Población Beneficiada : 760 Nuevas Conexiones : N.A. Cobertura : N.A. Continuidad : N.A. Empleos Generados : 29,143711058.00,0.00,5100-E2-109021,Liquidado,100
CAUCA,La Vega(CAU),Acueducto/Rural,REPARACION ACUEDUCTOS RURALES MUNICIPIO DE LA VEGA.,Población Beneficiada : 3000 Nuevas Conexiones : 0 Cobertura : N.A. Continuidad : N.A. Empleos Generados : 21,100000000.00,0.00,5100-E2-118519,Liquidado,100
CAUCA,La Vega(CAU),Acueducto/Urbana,DISEÑOS PTAP CENTRO POBLADO DE SAN MIGUEL,Población Beneficiada : Nuevas Conexiones : N.A. Cobertura : N.A. Continuidad : N.A. Empleos Generados : 11,0.00,53498250.00,Sin Información,Liquidado,100
CAUCA,La Vega(CAU),Acueducto/Urbana,"MEJORAMIENTO Y ADECUACIÓN PLANTA DE TRATAMIENTO DE LA VEGA, CAUCA",Población Beneficiada : Nuevas Conexiones : N.D. Cobertura : N.D. Continuidad : N.D. Empleos Generados : 15,53540650.00,20000000.00,Sin Información,Liquidado,100
CAUCA,La Vega(CAU),Acueducto/Urbana,ELABORACIÒN DISEÑOS ADECUACIÒN PTAP CABECERA MUNICIPAL DE LA VEGA (CAUCA),Población Beneficiada : Nuevas Conexiones : N.A. Cobertura : N.A. Continuidad : N.A. Empleos Generados : 16,0.00,76602822.00,Sin Información,Liquidado Contrato Obra,100
CAUCA,La Vega(CAU),Alcantarillado/Urbana,CONSTRUCCION ALCANTARILLADO VEREDA SANTA RITA,Población Beneficiada : Nuevas Conexiones : N.D. Cobertura : N.D. Continuidad : N.D. Empleos Generados : 82,399871704.00,0.00,Sin Información,Liquidado,100
CAUCA,La Vega(CAU),Alcantarillado/Urbana,"CONSTRUCCIÓN ALCANTARILLADO SANITARIO EN SAN MIGUEL, MUNICIPIO DE LA VEGA",Población Beneficiada : Nuevas Conexiones : N.D. Cobertura : N.D. Continuidad : N.D. Empleos Generados : 158,656102441.00,112701140.00,Sin Información,Liquidado,100
CAUCA,La Vega(CAU),Alcantarillado/Urbana,DISEÑO DE LA PTAR CENTRO POBLADO DE ARBELA - MUNICIPIO DE LA VEGA,Población Beneficiada : Nuevas Conexiones : N.A. Cobertura : N.A. Continuidad : N.A. Empleos Generados : 7,0.00,34859503.00,Sin Información,Liquidado,100
CUNDINAMARCA,La Vega(CUN),Acueducto/Urbana,CONSTRUCCION PARA LA OPTIMIZACION Y PUESTA EN MARCHA DE LA PLANTA DE TRATAMIENTO DE AGUA POTABLE DEL MUNICIPIO DE LA VEGA (REFORMULACION),"CON EL PROYECTO SE MEJORA LA EJECUCIÓN DE LOS PROCESOS EN LAS ETAPAS DEL TRATAMIENTO DEL AGUA CRUDA Y SE AUMENTA LA CAPACIDAD DE 32 LPS A 45 LPS, PARA CUBRIR LA DEMANDA FUTURA DE LA POBLACIÓN. SE INCLUYE ADEMÁS, UN SISTEMA DE TRATAMIENTO DE LODOS PARA DISMINUIR EFECTOS ADVERSOS EN EL MEDIO AMBIENTE.",0.00,1438188701.00,7323-E2-109766,Liquidado,100
CUNDINAMARCA,La Vega(CUN),Acueducto/Urbana,"OPTIMIZACION ACUEDUCTO URBANO (BOCATOMA ILA Y PERUCHO, DESARENADOR) MUNICIPIO DE LA VEGA (REFORMULACION) *",ND Población Beneficiada : 27067 Nuevas Conexiones : Cobertura : Continuidad : Empleos Generados : 149,0.00,725919009.00,Sin Información,Liquidado,100
CUNDINAMARCA,La Vega(CUN),Alcantarillado/Rural,CONSTRUCCION DE UNIDADES SANITARIAS SECTOR RURAL DEL MUNICIPIO DE LA VEGA,Población Beneficiada : 60 Nuevas Conexiones : Cobertura : Continuidad : Empleos Generados : 17,0.00,80571635.00,5100-E2-78874,Liquidado Contrato Obra,100
CUNDINAMARCA,La Vega(CUN),Alcantarillado/Urbana,CONSTRUCCION PARA LA OPTIMIZACION Y PUESTA EN MARCHA DE LA PLANTA DE TRATAMIENTO DE AGUAS RESIDUALES DEL MUNICIPIO DE LA VEGA FASE I,"OPTIMIZACION DEL SISTEMA DE TRATAMIENTO DE AGUAS RESIDUALES, QUE JUNTO CON LA SEGUNDA ETAPA DEL PROYECTO PERMITIRA TRATAR LA TOTALIDAD DE LAS AGUAS RESIDUALES DEL CASCO URBANO DEL MUNICIPIO Y CUMPLIR CON LOS OBJETIVOS DE CALIDAD DE LA FUENTE RECEPTORA.",0.00,857599480.00,7320-E2-78819,Liquidado,100
CUNDINAMARCA,La Vega(CUN),Alcantarillado/Urbana,CONSTRUCCION PARA LA OPTIMIZACION Y PUESTA EN MARCHA DE LA PLANTA DE TRATAMIENTO DE AGUAS RESIDUALES DEL MUNICIPIO DE LA VEGA FASE I,"OPTIMIZACION DEL SISTEMA DE TRATAMIENTO DE AGUAS RESIDUALES, QUE JUNTO CON LA SEGUNDA ETAPA DEL PROYECTO PERMITIRA TRATAR LA TOTALIDAD DE LAS AGUAS RESIDUALES DEL CASCO URBANO DEL MUNICIPIO Y CUMPLIR CON LOS OBJETIVOS DE CALIDAD DE LA FUENTE RECEPTORA.",0.00,857599480.00,7320-E2-78819,Liquidado,100
CUNDINAMARCA,La Vega(CUN),Aseo/Urbana,ADQUISICION VEHICULO COMPACTADOR DE RESIDUOS SOLIDOS PARA EL MUNICIPIO DE LA VEGA CAPACIDAD 16YD3. (REFORMULACION),Población Beneficiada : 11000 Nuevas Conexiones : Cobertura : Continuidad : Empleos Generados : 57,0.00,275621812.00,5100-E2-22297,Liquidado,100
CUNDINAMARCA,"La Vega(CUN), Nimaima(CUN), Nocaima(CUN), Quebradanegra(CUN), Villeta(CUN)",Acueducto/Regional,CONSTRUCCION ACUEDUCTO REGIONAL NOCAIMA - LA VEGA - NIMAIMA - QUEBRADANEGRA Y VILLETA (ESTUDIOS Y DISEÑOS DEFINITIVOS),"CON LA IMPLEMENTACION DE LAS ACTIVIDADES CONSIDERADAS EN EL PROYECTO SE CONSTRUIRA LA SEGUNDA FASE DEL PROYECTO , MEJORANDO LA CONTINUIDAD DE LA PRESTACION DEL SERVCIO DE SUMINISTRO DE AGUA EN EPOCA DE VERANO A LA COMUNIDAD DEL MPIO DE NOCAIMA Y PARTE DE Población Beneficiada : 7104 Nuevas Conexiones : Cobertura : Continuidad : Empleos Generados : 672",3044992220.00,231182747.00,Sin Información,Liquidado,99
RISARALDA,La Virginia(RIS),Acueducto/Rural,"MEJORAMIENTO BOCATOMA III SOBRE QUEBRADA CRISTALES DEL SISTEMA DE ACUEDUCTO DEL MUNICIPIO DE LA VIRGINIA, VEREDA TRES ESQUINAS MUNICIPIO DE BALBOA",Sin Información,510920539.00,0.00,Sin Información,Liquidado,100
RISARALDA,La Virginia(RIS),Acueducto/Urbana,"MEJORAMIENTO BOCATOMA I SOBRE RIO TOTUI DEL SISTEMA DE ACUEDUCTO DEL MUNICIPIO DE LA VIRGINIA, VEREDA TRES ESQUINAS MUNICIPIO DE BALBOA",Sin Información,201255580.00,0.00,Sin Información,Liquidado,100
RISARALDA,La Virginia(RIS),Acueducto/Urbana,"MEJORAMIENTO DE LOS COMPONENTES DE CAPTACION Y DESARENACION DEL SISTEMA DE ACUEDUCTO DEL MUNICIPIO DE LA VIRGINIA, ELEMENTOS UBICADOS EN LA VEREDA TRES ESQUINAS DEL MUNICIPIO DE BALBOA",Población Beneficiada : Nuevas Conexiones : Cobertura : Continuidad : Empleos Generados : 105,510920097.00,0.00,Sin Información,Liquidado,100
RISARALDA,La Virginia(RIS),Acueducto/Urbana,"REHABILITAR EL SISTEMA DE ACUEDUCTO DEL MUNICIPIO DE LA VIRGINIA EN SUS COMPONENTES BOCATOMA, ADUCCION Y TANQUE DE SEDIMENTACION. *",Población Beneficiada : 43372 Nuevas Conexiones : 0 Cobertura : N.A. Continuidad : Empleos Generados : 35,5520549646.00,0.00,5100-E2-112305,Liquidado,100
RISARALDA,La Virginia(RIS),Alcantarillado/Urbana,CONSTRUCCIÓN DE OBRAS COMPLEMENTARIAS DE COLECTORES INTERCEPTORES PARA REHABILITAR EL SISTEMA DE ALCANTARILLADO DEL MUNICIPIO DE LA VIRGINIA *,Población Beneficiada : 43372 Nuevas Conexiones : 0 Cobertura : Continuidad : Empleos Generados : 28,3781799042.00,0.00,5100-E2-114834,Liquidado,100
RISARALDA,La Virginia(RIS),Alcantarillado/Urbana,"CONSTRUCCION SISTEMA DE INTERCEPTORES DE ALCANTARILLADO BARRIO SAN CARLOS, MUNICIPIO DE LA VIRGINIA (REFORMULACION) *",Población Beneficiada : 7666 Nuevas Conexiones : Cobertura : N.A. Continuidad : Empleos Generados : 4,205672120.00,0.00,Sin Información,Liquidado,100
RISARALDA,La Virginia(RIS),Riesgos/Urbana,CONSTRUCCION DE OBRA DE PROTECCION PARA MITIGAR LAS INUNDACIONES OCASIONADAS POR LOS RIOS CAUCA Y RISARALDA EN EL MUNICIPIO DE LA VIRGINIA,"Reducción de riesgos de inundación del municipio de La Virginia, Risaralda, a través de obras de control en los rios Risaralda y Cauca.",3543430321.00,0.00,Sin Información,Liquidado,100
N DE SANTANDER,Labateca(N D),Acueducto/Urbana,MEJORAMIENTO SISTEMA DE ACUEDUCTO Y CONSTRUCCION PLANTA DE TRATAMIENTO DE AGUA POTABLE MUNICIPIO DE LABATECA,garantizar al municipio de la bateca la prestación del servicio con calidad al 100%,0.00,1738953799.00,2014EE0049613,Liquidado Contrato Obra,100
N DE SANTANDER,Labateca(N D),Alcantarillado/Urbana,PLAN MAESTRO DE ALCANTARILLADO MUNICIPIO DE LABATECA,Aumentar la capacidad hidráulica del sistema de alcantarillado que permita la adecuada evacuación de las aguas lluvias y sanitarias del municipio de Labateca. Aumentar la cobertura del sistema de alcantarillado del 90% al 95%,0.00,1708858583.00,2014EE0091510,Liquidado,100
N DE SANTANDER,Labateca(N D),Alcantarillado/Urbana,REPARACION COLECTOR FINAL SISTEMA DE ALCANTARILLADO MUNICIPIO DE LABATECA *,CON EL PROYECTO MEJORARA EL SISTEMA DE ALCANTARILLADO DETERIORADO POR LA OLA INVERNAL Población Beneficiada : 1343 Nuevas Conexiones : NA Cobertura : ND Continuidad : ND Empleos Generados : 41,199948556.00,0.00,5100-E2-88135,Liquidado,100
BOYACA,Labranzagrande(BOY),Acueducto/Urbana,OPTIMIZACION DEL SISTEMA DE ACUEDUCTO DEL MUNICIPIO DE LABRANZAGRANDE *,"CON EL PROYECTO SE INCREMENTARÁ LA COBERTURA EN EL SISTEMA DE ACUEDUCTO DEL 95% AL 100% Y SE DISMINUIRÁ EL ÍNDICE IRCA QUE ACTUALMENTE REGISTRA EL 65,19%.",53412349.00,240080000.00,2014EE0016439,Liquidado,100
SANTANDER,Landazuri(SAN),Acueducto/Rural,SUMINISTRO E INSTALACION DE UNA ELECTRO BOMBA DE ALTA PRESION PARA EL CORREGIMIENTO DE LA INDIA MUNICIPIO DE LANDAZURI,Sin Información,40000000.00,0.00,7320-E2-75531,Liquidado,100
META,Lejanias(MET),Acueducto/Urbana,OPTIMIZACION Y AMPLIACION EN ACUEDUCTO URBANO DEL MUNICIPIO DE LEJANIAS,100% COBERTURA 24 H CONTINUIDAD Población Beneficiada : 1482 Nuevas Conexiones : 965 Cobertura : 65% A Continuidad : El servicio depende de las condiciones climáticas Empleos Generados : 281,0.00,1373444797.00,5100-E2-31372,Liquidado,100
CUNDINAMARCA,Lenguazaque(CUN),Acueducto/Rural,OPTIMIZACION DEL SISTEMA DE BOMBEO Y LINEA DE IMPULSION DEL ACUEDUCTO VEREDAL 7 VEREDAS MUNICIPIO DE LENGUAZAQUE,CON EL PROYECTO SE MEJORA LA CONTINUIDAD DEL SERVICIO DE ACUEDUCTO DE 361 HABITANTES USUARIOS DEL ACUEDUCTO 7 VEREDAS,0.00,526221510.00,7320-E2-70591,Liquidado,100
CUNDINAMARCA,Lenguazaque(CUN),Alcantarillado/Rural,CONSTRUCCION DE UNIDADES SANITARIAS SECTOR RURAL DEL MUNICIPIO DE LENGUAZAQUE,Población Beneficiada : 150 Nuevas Conexiones : NA Cobertura : Continuidad : Empleos Generados : 41,0.00,201429088.00,5100-E2-72276,Liquidado,100
CUNDINAMARCA,Lenguazaque(CUN),Alcantarillado/Rural,CONSTRUCCION DE 80 UNIDADES SANITARIAS EN LA ZONA RURAL DE LENGUAZAQUE,"CONSTRUIR UNIDADES SANITARIAS DE OPTIMAS CONDICIONES TéCNICAS, LAS CUALES CONSTAN DE UNA ZONA HUMEDA QUE INCLUYE DUCHA Y UNA ZONA SECA QUE INCLUYE SANITARIO Y LAVAMANOS, SISTEMA SéPTICO, PUNTOS HIDRAULICOS Y ELECTRICO; LAS MISMAS BENEFICIARAN A LA POBLACIóN RURAL DEL MUNICIPIO.",0.00,654197658.00,2015EE0021488,Liquidado,100
CUNDINAMARCA,Lenguazaque(CUN),Aseo/Urbana,ADQUISICIÓN DE UN VEHICULO COMPACTADOR DE 12 YD3 PARA LA RECOLECCIÓN Y TRANSPORTE DE LOS RESIDUOS SÓLIDOS DEL MUNICIPIO DE LENGUAZAQUE,"ADQUISICIóN DE UN VEHICULO COMPACTADOR DE 12 YD3' PARA LA RECOLECCIóN Y TRANSPORTE DE LOS RESIDUOS SóLIDOS DE LA ZONA URBANA Y RURAL DEL MUNICIPIO DE LENGUAZAQUE- CUNDINAMARCA, CON LO ANTERIOR SE BENEFICIARA A UNA POBLACION DE 10.063 HABITANTES.",0.00,316942191.00,2015EE0093265,Liquidado,100
AMAZONAS,Leticia(AMA),Acueducto/Urbana,MEJORAMIENTO Y OPTIMIZACION DEL ACUEDUCTO DEL MUNICIPIO DE LETICIA - FASE I Y FASE II,"Población Beneficiada : 21600 Nuevas Conexiones : 2400 Cobertura : 0,84 Continuidad : Empleos Generados : 1539",7507000000.00,0.00,Sin Información,Liquidado,100
AMAZONAS,Leticia(AMA),Acueducto/Urbana,"ESTUDIOS Y DISEÑOS PARA LA CONSTRUCCION DEL ACUEDUCTO, ALCANTARILLADO SANITARIO Y SISTEMA DE TRATAMIENTO DE AGUAS RESIDUALES PARA LA URBANIZACION MANGUARE DEL MUNICIPIO DE LETICIA","LA INVERSIóN VA DIRIGIDA AL BENEFICIO DE UN PROYECTO DE VIVIENDAS DE INTERES SOCIAL ENCAMINADO A FAVORECER 1728 PERSONAS DEL MUNICIPIO DE LETICIA AMAZONAS POR MEDIO DE LA CONSTRUCCIóN DE LOS SISTEMAS DE ACUEDUCTO, ALCANTARILLADO Y TRATAMIENTO DE AGUAS RESIDUALES PARA LA URBANIZACIóN MANGUARé.",3034009207.00,0.00,Sin Información,Liquidado,100
AMAZONAS,Leticia(AMA),Acueducto/Urbana,SUMINISTRO E INSTALACION DE DOS PLANTAS DE ENERGIA DE 150 KVA PARA LA BOCATOMA Y LA PLANTA DE TRATAMIENTO DE AGUA POTABLE DEL MUNICIPIO DE LETICIA,Población Beneficiada : 29903 Nuevas Conexiones : 0 Cobertura : 0 Continuidad : - Empleos Generados : 124,603221366.00,0.00,Sin Información,Liquidado Contrato Obra,100
AMAZONAS,Leticia(AMA),"Acueducto/Urbana, Alcantarillado/Urbana","ESTUDIOS PARA LA ACTUALIZACIÓN Y COMPLEMENTACIÓN DE LOS PLANES MAESTROS DE ACUEDUCTO Y ALCANTARILLADO (PLUVIAL Y SANITARIO) Y DISEÑOS DE DETALLE DE LOS PROYECTOS PARA LA CABECERA MUNICIPAL DE LETICIA, AMAZONAS","Con la ejecución del proyecto de Preinversión, se logrará obtener capital intelectual para la toma de decisiones cruciales para el mejoramiento de la prestación de los servicios de acueducto y alcantarillado en la cabecera municipal de Leticia, Amazonas. Así mismo, se espera consolidar toda la información existente en estudios anteriores para tener elementos de juicio y con la experiencia en proyectos anteriormente ejecutados en este Municipio buscar las mejores alternativas para ejecutar obras de inversión que mejoren los indicadores que actualmente son: En acueducto: Cobertura 51,8%, micromedición instalada 23,56%, micromedición efectiva 67,09%, índice de agua no contabilizada 63,85%, continuidad del servicio 10%, calidad del agua IRCA 46%.",1779024745.00,0.00,2015EE0056678,Liquidado,100
AMAZONAS,Leticia(AMA),"Acueducto/Urbana, Alcantarillado/Urbana, Aseo/Urba","ACOMPAÑAMIENTO AL ASEGURAMIENTO DE LA PRESTACION DE LOS SERVICIOS DE ACUEDUCTO, ALCANTARILLADO Y ASEO EN EL MUNICIPIO DE LETICIA","ACOMPAñAMIENTO A LA PRESTACIóN DE LOS SERVICIOS DE ACUEDUCTO, ALCANTARILLADO Y ASEO EN EL MUNICIPIO DE LETICIA.",1861124152.00,0.00,2015EE0010561,Liquidado,100
AMAZONAS,Leticia(AMA),"Alcantarillado/Urbana, Acueducto/Urbana",CONSTRUCCION PLANTA DE TRATAMIENTO DE AGUAS RESIDUALES Y CONSTRUCCION LINEA EXPRESA DE ACUEDUCTO PARA LA URBANIZACION NIA-NEMECHI MUNICIPIO DE LETICIA,"CON EL PROYECTO SE GARANTIZARA LA CONTINUIDAD Y SUMINISTRO DE AGUA POTABLE 24 HORAS Y LA ADECUADA DISPOSICION DE AGUAS RESIDUALES DE LA POBLACION BENEFICIADA CON LAS 200 UNIDADES DE VIVIENDA DE LA URBANIZACION ñIA NEE-MECHI, LO NATERIOR MEDIANTE LA CONSTRUCCION DE RED DE ACUEDUCTO, TANQUES DE ALMACENAMIENTO Y CONTRUCCION DEL SISTEMA DE TRATAMIENTODE AGUAS RESIDUALES",1171600000.00,220000000.00,2015EE0010916,Liquidado,100
AMAZONAS,Leticia(AMA),Aseo/Urbana,CONSTRUCCION DEL RELLENO SANITARIO EN EL MUNICIPIO DE LETICIA,Población Beneficiada : 31891 Nuevas Conexiones : NA Cobertura : NA Continuidad : NA Empleos Generados : 133,650000000.00,0.00,Sin Información,Liquidado,72
AMAZONAS,Leticia(AMA),Aseo/Urbana,CONSTRUCCION DE LA FASE I I Y OBRAS COMPLEMENTARIAS PARA LA CULMINACION DE LA TRINCHERA 5 DEL RELLENO DEL MUNICIPIO DE LETICIA,"100% COBERTURA DEL SERVICIO DE ASEO EN EL COMPONENTE DE DISPOSICIÓN FINAL PARA EL ÁREA URBANA DEL MUNICIPIO DE LETICIA, DEPARTAMENTO DE AMAZONAS.",5189269429.00,0.00,7320-E2-83854,Liquidado,100
AMAZONAS,Leticia(AMA),Aseo/Urbana,"OPTIMIZACION DEL SISTEMA DE RECOLECCION, TRANSPORTE Y DISPOSICION FINAL DE LOS RESIDUOS SOLIDOS DEL MUNICIPIO DE LETICIA AMAZONAS","Con el proyecto de optimización del sistema de recolección, transporte y disposición final de los residuos sólidos del municipio de Leticia - Amazonas, se implementará la operación establecida en el Decreto 1077 de 2015, mejorando la recolección y disposición final al tiempo que se incrementará la cobertura de recolección de 90% a 100% y se atenderá la vida útil del diseño del relleno sanitario al garantizar la adecuada compactación de los residuos sólidos, beneficiando a 26.226 habitantes del área urbana del municipio.",1801382912.00,0.00,2015EE0118657,Liquidado Contrato Obra,100
TOLIMA,Libano(TOL),Acueducto/Urbana,OPTIMIZACION DE LAS REDES DE DISTRIBUCION FASE II DEL CASCO URBANO DEL MUNICIPIO DE LIBANO,"REALIZADA LA EVALUACION DEL SISTEMA SE EVIDENCIO QUE LAS ADUCCIONES Y ALGUNOS TRAMOS DE LAS REDES DE DISTRIBUCION SE PRESENTAN DAÑOS RECURRENTES, ADEMÁS SE PRESENTAN ALTAS PRESIONES ALTAS EN LA ZONA BAJA DEL MUNICIPIO POR CUANTO SE IMPLEMENTARÁ SECTORIZACIÓN Y SE EMPLEARA TANQUE DE ALMACENAMIENTO QUE SE ENCUENTRA CONSTRUIDO Y QUE NO SE HA INTEGRADO AL SISTEMA",1122448980.00,1992650055.00,7320-E2-13994,Liquidado,100
TOLIMA,Libano(TOL),Alcantarillado/Urbana,"CONSTRUCCION DEL INTERCEPTOR NORTE, QUEBRADA SAN JUAN",Población Beneficiada : 882 Nuevas Conexiones : Cobertura : Continuidad : Empleos Generados : 170,830000000.00,0.00,Sin Información,Liquidado,100
NARIÑO,Linares(NAR),Acueducto/Urbana,MEJORAMIENTO SISTEMA DE ABASTECIMIENTO DE AGUA POTABLE CABECERA MUNICIPAL DE LINARES *,AUMENTO DE COBERTURA DEL SERVICIO DE ACUEDUCTO. MEJORAMIENTO EN LA CALIDAD DEL AGUA SUMINISTRADA A LA POBLACIÓN.,132223811.00,430430705.00,5100-E2-160490,Liquidado,100
NARIÑO,Linares(NAR),Alcantarillado/Rural,"CONSTRUCCIÓN DE UNIDADES SANITARIAS PARA EL MEJORAMIENTO DE LAS CONDICIONES DE SANEAMIENTO EN LA ZONA RURAL DEL MUNICIPIO DE LINARES, DEPARTAMENTO DE NARIÑO","Mejorar la calidad de vida de 368 habitantes del sector rural del municipio de Linares, por medio de la construcción de 110 unidades sanitarias con sistema de tratamiento de aguas residuales y campos de infiltración, y así mismo contribuir a la mitigación de la contaminación ambiental por la disposición inadecuada de aguas servidas.",0.00,1757066500.00,2019EE0096806,En Liquidación,100
NARIÑO,Linares(NAR),Alcantarillado/Urbana,OPTIMIZACION ALCANTARILLADO CASCO URBANO MUNICIPIO DE LINARES,"CON EL PROYECTO SE OPTIMIZARA EL SISTEMA DE ALCANTARILLADO, MITIGANDO LOS PROBLEMAS DE SALUD PUBLICA DE LA POBLACION DEL MUNICIPIO, AUMENTANDO LA COBERTURA DEL SISTEMA DE ALCANTARILLADO Y GARANTIZANDO CALIDAD DE VIDA DE LOS HABITANTES DEL SECTOR.",461064356.00,263369739.00,7320-E2-72535,Liquidado,100
CHOCO,Lloro(CHO),"Acueducto/Urbana, Alcantarillado/Urbana",CONSTRUCCION DE OBRAS COMPLEMENTARIAS PARA LA PROTECCION DE LA RED DE DISTRIBUCION DEL ACUEDUCTO Y TUBERIA PRINCIPAL DEL ALCANTARILLADO DEL MUNICIPIO DE LLORO. *,"SE BENEFICIARON 3,295 HABINTANTES AFECTADOS POR LA OLA INVERNAL EN EL SECTOR URBANO DE LLORO Población Beneficiada : 1350 Nuevas Conexiones : NA Cobertura : 0,84 Continuidad : 12 Empleos Generados : 46",225995450.00,0.00,5100-E2-98484,Liquidado,100
CHOCO,Lloro(CHO),Alcantarillado/Urbana,AMPLIACION DE REDES DE ALCANTARILLADO Y CONSTRUCCION DE LA PTAR MUNICIPIO DE LLORO.,"CON LA IMPLEMENTACIÓN DE LAS OBRAS DE OPTIMIZACIÓN DEL SISTEMA DE ALCANTARILLADO Y PTAR DE LLORÓ SE MEJORARÁN LAS CONDICIONES DE SALUBRIDAD DE LOS HABITANTES, SE LOGRARÁ AMPLIAR LA COBERTURA DEL SERVICIO PASANDO DE UN 64% AL 100%, CONTINUIDAD DEL SERVICIO MEDIANTE LA ADECUADA RECOLECCIÓN, TRANSPORTE, TRATAMIENTO Y DISPOSICIÓN EN MEJORES CONDICIONES AMBIENTALES.",6832811124.00,0.00,7320-E2-78571,Liquidado,100
CAUCA,López(CAU),Acueducto/Urbana,"ESTUDIOS Y DISEÑOS SISTEMA DE ACUEDUCTO VEREDA NAICIONA, MUNICIPIO DE LOPEZ DE MICAY - CAUCA",Población Beneficiada : Nuevas Conexiones : N.A. Cobertura : N.A. Continuidad : N.A. Empleos Generados :,0.00,80185000.00,Sin Información,Liquidado,100
CAUCA,López(CAU),Acueducto/Urbana,OPTIMIZACION DE LA RED DE DISTRIBUCION DEL ACUEDUCTO DEL MUNICIPIO DE LOPEZ DE MICAY,Población Beneficiada : 1993 Nuevas Conexiones : N.A. Cobertura : N.D. Continuidad : N.D. Empleos Generados : 38,167392693.00,19400040.00,Sin Información,Liquidado,100
CAUCA,López(CAU),Acueducto/Urbana,CONSTRUCCION ACUEDUCTO DEL CORREGIMIENTO DE NOHANAMITO,Población Beneficiada : 0 Nuevas Conexiones : 0 Cobertura : N.A. Continuidad : N.A. Empleos Generados : 81,334446772.00,62000000.00,Sin Información,Liquidado,66
